id_cliente;edad;ciudad;tipo_cliente;dias_registrado;compras_totales;compras_ultimos_90_dias;gasto_total_90_dias;promedio_compra;dias_desde_ultima_compra;frecuencia_compra_dias;regularidad_compra;porcentaje_descuentos_usados;usa_domicilio;reclamos;calificacion_promedio;abandono
820;68;Manta;Minorista;1389;118;9;141.44;16.67;5;12;1.47;0.95;1;1;3.7;0
821;25;Quito;Minorista;221;6;4;127.66;30.05;18;11;2.25;0.51;0;2;3.3;0
822;20;Quito;Minorista;834;83;4;37.71;9.18;14;10;4.16;0.04;1;0;4.3;0
823;66;Ambato;Mayorista;1275;121;3;330.84;105.0;47;11;1.69;0.79;1;0;4.6;0
824;53;Ambato;Mayorista;108;11;9;764.57;100.74;56;5;1.46;0.97;0;0;4.5;0
825;49;Quito;Minorista;1131;108;9;163.27;15.58;18;11;4.67;0.3;0;1;4.7;0
826;55;Cuenca;Minorista;1201;410;23;522.36;25.41;19;3;1.4;0.18;1;1;4.3;0
827;65;Guayaquil;Minorista;777;76;4;100.66;22.53;57;10;3.78;0.49;1;0;3.5;0
828;54;Guayaquil;Minorista;986;117;2;50.18;24.74;82;8;1.87;0.97;1;0;5.0;0
829;61;Loja;Minorista;1037;133;5;40.72;8.86;35;8;1.5;0.58;1;0;4.5;0
830;63;Loja;Mayorista;628;98;1;149.65;159.09;67;6;0.96;0.55;1;0;4.2;1
831;28;Guayaquil;Minorista;984;92;4;88.04;22.14;34;10;3.51;0.35;1;0;4.6;0
832;39;Cuenca;Minorista;878;93;5;89.56;16.56;52;10;3.5;0.56;1;0;4.2;0
833;47;Guayaquil;Minorista;1148;78;4;118.92;31.5;8;16;3.93;0.93;0;0;4.6;0
834;45;Guayaquil;Minorista;1390;84;5;97.22;22.71;31;15;2.96;0.99;0;0;4.8;0
835;46;Guayaquil;Minorista;207;14;9;286.11;33.14;21;8;3.17;0.95;1;0;4.3;0
836;20;Loja;Minorista;1394;111;6;45.92;8.42;7;12;3.52;0.95;1;0;4.8;0
837;61;Manta;Minorista;1219;71;0;0.0;21.24;63;18;2.03;0.17;0;0;4.6;1
838;35;Guayaquil;Minorista;1435;182;10;152.22;18.05;5;8;1.48;0.72;0;0;4.1;0
839;67;Ambato;Mayorista;527;85;0;0.0;169.39;66;6;2.79;0.05;1;1;4.7;1
840;30;Loja;Minorista;1016;79;0;0.0;19.88;87;13;2.08;0.77;0;2;3.6;1
841;63;Manta;Mayorista;684;226;27;4415.3;176.32;8;3;2.01;0.41;0;0;4.9;0
842;33;Manta;Mayorista;920;315;22;3339.06;157.89;13;3;4.22;0.03;0;1;3.5;0
843;18;Cuenca;Minorista;1129;69;1;39.54;33.62;86;16;3.22;0.38;0;0;4.6;1
844;27;Guayaquil;Minorista;1140;84;2;42.5;24.74;37;14;3.24;0.16;0;0;4.7;1
845;67;Quito;Minorista;236;13;4;33.27;8.32;45;14;2.71;0.35;1;0;4.5;0
846;32;Ambato;Minorista;373;59;5;119.46;22.97;42;6;2.55;0.03;0;0;4.6;0
847;53;Cuenca;Mayorista;1490;502;19;2711.31;136.81;24;3;3.64;0.15;1;0;4.0;0
848;64;Quito;Minorista;786;59;0;0.0;21.84;47;13;3.17;0.99;0;2;3.8;1
849;45;Loja;Minorista;557;66;7;212.24;33.16;17;9;1.76;0.43;1;2;4.2;0
850;36;Cuenca;Minorista;643;69;5;85.34;16.06;10;9;2.76;0.03;0;0;5.0;0
851;28;Ambato;Minorista;243;59;11;202.77;17.27;67;4;2.57;0.23;1;0;4.0;0
852;23;Quito;Minorista;334;56;1;21.05;18.17;89;6;1.36;0.3;1;0;4.1;1
853;47;Cuenca;Minorista;876;148;0;0.0;10.43;77;6;1.95;0.11;0;1;4.2;1
854;49;Manta;Minorista;1347;162;5;157.29;33.58;58;8;4.62;0.59;0;0;4.3;0
855;70;Loja;Mayorista;840;171;16;1334.16;85.69;9;5;1.48;0.2;1;1;3.6;0
856;66;Loja;Minorista;1017;143;8;205.03;27.89;32;7;3.1;0.66;0;0;4.8;0
857;34;Ambato;Mayorista;863;93;1;118.31;127.9;59;10;3.12;0.18;0;2;4.2;1
858;28;Loja;Minorista;241;14;6;62.25;11.91;12;12;2.14;0.0;1;0;4.9;0
859;44;Ambato;Mayorista;485;80;1;77.4;90.47;82;6;1.48;0.22;1;0;4.4;1
860;29;Manta;Minorista;497;37;2;62.23;27.12;29;17;0.66;0.38;1;1;3.6;0
861;41;Cuenca;Mayorista;1370;228;8;1399.55;178.87;19;6;3.62;0.63;0;1;4.2;0
862;56;Ambato;Mayorista;1173;396;20;3331.02;160.75;27;3;2.91;0.51;1;0;4.0;0
863;43;Guayaquil;Minorista;865;97;6;172.84;28.46;27;9;3.3;0.7;1;0;5.0;0
864;46;Ambato;Minorista;660;81;5;88.1;17.99;68;9;3.75;0.13;0;1;3.8;0
865;32;Cuenca;Minorista;348;43;8;190.95;21.07;5;9;0.72;0.9;0;1;3.8;0
866;40;Loja;Minorista;422;28;1;15.91;17.84;68;15;5.54;0.14;0;0;4.0;1
867;42;Quito;Minorista;573;27;2;57.92;25.42;17;17;3.55;0.4;1;0;4.1;0
868;62;Manta;Minorista;1006;67;2;46.43;24.29;81;14;4.97;0.17;0;1;4.6;1
869;47;Ambato;Mayorista;1226;175;7;1100.95;154.43;29;7;0.5;0.55;0;0;4.5;0
870;38;Loja;Mayorista;926;313;1;185.53;160.86;86;3;1.95;0.34;0;0;4.1;1
871;19;Guayaquil;Minorista;1219;165;1;31.0;27.15;67;7;2.09;0.69;0;0;4.8;0
872;35;Cuenca;Minorista;1431;89;3;89.83;34.02;15;15;1.75;0.22;1;1;4.5;0
873;37;Ambato;Minorista;53;6;0;0.0;24.55;36;15;2.07;0.12;1;1;4.3;1
874;31;Cuenca;Mayorista;653;78;8;801.05;100.52;50;9;1.15;0.34;0;1;3.5;0
875;21;Quito;Minorista;328;40;0;0.0;27.55;85;8;4.16;0.04;1;0;4.8;1
876;69;Quito;Minorista;403;33;5;40.65;8.63;30;12;2.59;0.24;1;0;5.0;0
877;53;Quito;Mayorista;1144;238;11;2027.36;164.74;22;5;1.3;0.51;0;1;3.9;0
878;44;Manta;Minorista;298;28;2;19.16;11.47;86;11;2.74;0.83;1;1;4.1;1
879;41;Cuenca;Minorista;452;40;7;77.3;9.89;31;11;1.82;0.6;1;0;4.5;0
880;53;Manta;Mayorista;441;37;0;0.0;145.88;80;13;1.29;0.61;1;1;3.4;1
881;18;Guayaquil;Minorista;61;11;0;0.0;10.7;63;12;3.61;0.4;1;0;4.2;1
882;62;Quito;Mayorista;108;32;2;341.26;179.85;81;3;3.43;1.0;0;1;3.8;1
883;43;Manta;Minorista;643;41;3;100.06;34.79;51;16;3.1;0.42;1;0;4.8;0
884;42;Cuenca;Minorista;991;46;0;0.0;15.62;84;21;2.89;0.1;1;0;4.3;1
885;54;Manta;Minorista;813;56;3;72.13;20.54;20;14;1.04;0.9;1;0;4.6;0
886;27;Guayaquil;Mayorista;1308;211;15;3127.5;173.94;13;6;4.1;0.86;0;0;3.8;0
887;51;Manta;Minorista;653;105;5;124.4;28.74;55;6;1.16;0.75;1;0;5.0;0
888;70;Cuenca;Mayorista;1042;75;8;628.45;72.46;1;14;1.71;0.48;0;1;3.6;0
889;69;Ambato;Minorista;1466;80;1;6.66;8.15;49;18;2.98;0.24;1;1;4.6;1
890;50;Guayaquil;Mayorista;484;93;4;522.08;121.11;66;5;2.69;0.25;0;0;4.1;0
891;52;Quito;Minorista;1198;87;3;87.88;34.04;81;14;2.58;0.02;0;0;4.6;0
892;43;Loja;Minorista;755;101;13;482.82;34.33;9;7;1.87;0.73;1;0;4.6;0
893;47;Quito;Minorista;905;55;5;111.13;20.14;14;16;4.38;0.07;1;0;4.0;0
894;47;Cuenca;Minorista;1477;145;7;186.92;30.04;8;10;3.91;0.57;0;1;3.7;0
895;53;Guayaquil;Minorista;141;12;3;50.31;14.57;37;14;1.86;0.2;1;1;4.0;0
896;43;Ambato;Minorista;868;64;5;63.14;15.05;18;15;1.14;0.43;0;1;4.8;0
897;37;Guayaquil;Minorista;1068;123;2;52.85;22.36;63;9;3.2;0.9;1;0;3.6;0
898;23;Guayaquil;Minorista;1371;106;0;0.0;27.1;89;13;2.71;0.6;1;0;4.5;1
899;51;Cuenca;Minorista;946;184;8;229.81;25.14;44;5;4.1;0.49;1;0;4.1;0
900;26;Loja;Mayorista;190;27;7;868.34;131.96;34;6;1.64;0.8;0;0;4.5;0
901;20;Manta;Mayorista;545;46;0;0.0;144.21;75;12;4.6;0.78;1;0;4.4;1
902;46;Quito;Minorista;690;89;4;156.41;32.7;62;8;3.26;0.82;0;0;4.3;0
903;21;Loja;Minorista;251;15;4;96.8;24.03;49;14;1.99;0.74;1;0;4.4;0
904;65;Loja;Minorista;1378;194;11;411.08;32.04;31;7;1.49;0.26;1;2;3.3;0
905;30;Guayaquil;Minorista;1067;61;0;0.0;10.37;82;18;3.6;0.36;1;2;3.6;1
906;41;Guayaquil;Mayorista;457;156;6;938.46;164.79;66;3;2.21;0.4;0;1;4.5;0
907;26;Guayaquil;Minorista;1306;333;4;56.52;12.73;61;4;3.26;0.95;0;1;3.7;0
908;24;Quito;Minorista;389;17;3;64.06;25.67;28;18;3.43;0.53;0;0;4.2;0
909;59;Cuenca;Minorista;1297;99;4;53.33;15.11;43;13;2.11;0.26;0;0;4.4;0
910;35;Ambato;Mayorista;1069;263;5;625.78;127.82;66;4;2.53;0.34;0;1;3.2;0
911;55;Cuenca;Minorista;461;27;1;23.42;24.83;30;15;2.83;0.84;0;0;5.0;0
912;34;Guayaquil;Mayorista;800;86;6;633.4;99.58;40;9;3.47;0.51;0;0;4.8;0
913;53;Guayaquil;Minorista;823;67;1;29.85;25.46;86;12;4.14;0.43;1;0;5.0;1
914;23;Ambato;Minorista;879;57;1;32.57;33.86;39;15;2.25;0.55;0;1;4.1;1
915;34;Cuenca;Mayorista;932;314;21;2916.36;135.29;24;3;2.01;0.61;1;1;3.7;0
916;52;Ambato;Minorista;226;15;3;26.35;9.34;36;16;2.29;0.69;1;1;3.6;0
917;38;Cuenca;Minorista;839;76;4;115.15;32.18;47;11;2.94;0.35;1;1;3.7;0
918;23;Loja;Mayorista;1074;99;0;0.0;122.16;88;11;4.57;0.21;1;0;5.0;1
919;21;Ambato;Minorista;214;22;8;164.27;24.42;38;9;1.65;0.85;0;0;5.0;0
920;38;Guayaquil;Mayorista;1184;235;8;1343.83;153.45;49;5;1.65;0.92;0;1;4.7;0
921;26;Guayaquil;Minorista;223;16;10;203.26;22.78;10;11;0.81;0.34;0;0;4.3;0
922;56;Quito;Minorista;1372;143;5;88.82;21.09;55;10;3.18;0.55;1;0;4.4;0
923;20;Cuenca;Mayorista;816;119;4;315.04;66.4;52;7;1.58;0.85;1;1;4.4;0
924;25;Quito;Mayorista;709;234;21;4271.58;177.05;28;3;2.77;0.72;0;0;4.6;0
925;20;Quito;Minorista;784;76;0;0.0;12.56;50;11;3.19;0.1;1;1;3.8;1
926;34;Quito;Minorista;1398;130;0;0.0;12.75;89;11;4.43;0.53;1;1;4.6;1
927;53;Cuenca;Minorista;45;6;7;156.1;24.09;21;16;2.7;0.56;0;0;4.3;0
928;69;Loja;Minorista;977;191;15;278.94;17.81;10;5;1.3;0.39;0;1;4.5;0
929;40;Ambato;Minorista;397;30;5;135.96;29.06;36;13;0.89;0.38;0;0;4.6;0
930;59;Guayaquil;Minorista;519;49;6;124.82;21.4;17;11;1.15;0.29;1;1;3.6;0
931;37;Cuenca;Minorista;221;22;2;46.92;26.47;7;15;1.21;0.42;0;0;4.4;0
932;36;Ambato;Minorista;669;71;2;18.39;10.8;87;10;3.59;0.41;1;1;4.2;1
933;41;Ambato;Mayorista;866;290;16;2376.27;125.65;41;3;2.75;0.5;1;1;4.0;0
934;47;Cuenca;Minorista;360;57;8;168.32;24.43;9;7;1.95;0.28;1;3;3.4;0
935;65;Ambato;Minorista;877;71;4;94.04;23.5;21;13;3.26;0.49;1;0;4.6;0
936;18;Cuenca;Minorista;1271;81;2;36.87;17.72;64;15;2.65;0.23;0;0;4.0;1
937;18;Quito;Minorista;344;36;0;0.0;8.04;63;10;2.05;0.72;1;0;4.5;1
938;42;Quito;Minorista;53;13;3;61.18;19.94;33;13;3.88;0.65;0;0;4.5;0
939;37;Guayaquil;Minorista;786;159;4;46.33;12.9;47;5;2.25;0.83;1;0;4.6;0
940;58;Quito;Minorista;1015;151;5;93.94;16.33;56;7;1.81;0.15;1;0;4.9;0
941;67;Ambato;Minorista;267;30;11;311.4;29.1;5;8;3.89;0.59;0;0;5.0;0
942;42;Manta;Minorista;891;49;6;160.7;26.3;18;16;0.86;0.06;1;0;3.7;0
943;67;Ambato;Mayorista;1284;259;9;1159.11;128.44;36;5;2.45;0.84;0;1;3.8;0
944;37;Quito;Minorista;1462;211;8;189.77;21.82;60;7;1.15;0.67;1;0;4.1;0
945;47;Quito;Minorista;968;100;4;84.79;17.73;30;10;1.24;0.78;1;1;3.8;0
946;64;Guayaquil;Minorista;1387;110;9;325.86;30.37;18;12;1.15;0.33;0;0;4.2;0
947;27;Loja;Mayorista;248;80;1;132.75;161.93;85;3;0.85;0.89;0;0;4.3;1
948;46;Loja;Minorista;1250;130;9;242.02;27.81;20;10;1.28;0.99;1;0;4.5;0
949;28;Quito;Minorista;1030;119;0;0.0;26.31;83;9;3.46;0.39;1;1;4.2;1
950;25;Guayaquil;Minorista;1053;52;0;0.0;17.31;29;20;0.19;0.1;0;0;4.8;0
951;45;Quito;Minorista;1233;77;5;167.82;31.8;3;17;2.65;0.39;1;0;3.8;0
952;55;Guayaquil;Minorista;77;10;6;92.04;15.49;33;11;0.31;0.82;1;0;4.3;0
953;34;Manta;Mayorista;1195;300;22;2526.36;137.91;3;4;2.19;0.14;0;1;4.4;0
954;52;Ambato;Minorista;1299;68;0;0.0;23.53;69;19;1.92;0.06;1;0;4.5;1
955;54;Quito;Minorista;252;29;5;145.47;26.32;21;10;4.28;0.99;0;0;4.3;0
956;62;Loja;Mayorista;1373;170;5;270.92;65.72;57;8;0.52;0.4;0;0;4.5;0
957;25;Quito;Mayorista;765;76;2;165.8;98.55;70;10;3.27;0.07;1;0;4.9;1
958;19;Loja;Minorista;553;51;2;50.54;28.13;72;10;3.61;0.4;0;0;4.8;1
959;34;Manta;Minorista;1085;67;8;223.89;27.82;15;17;0.7;0.81;1;0;4.3;0
960;25;Cuenca;Minorista;599;64;5;82.58;14.99;16;10;1.66;0.88;1;0;4.7;0
961;44;Quito;Mayorista;600;208;15;1604.95;126.05;47;3;1.31;0.11;0;0;4.2;0
962;29;Cuenca;Minorista;1078;84;3;71.2;21.7;57;12;2.15;0.33;1;0;4.3;0
963;52;Loja;Minorista;957;79;0;0.0;23.89;66;12;2.28;0.75;1;0;5.0;1
964;66;Guayaquil;Minorista;907;68;2;26.95;16.68;46;13;2.57;0.83;0;0;4.5;1
965;22;Loja;Minorista;1281;133;4;50.61;12.07;29;10;1.21;0.42;0;0;4.2;0
966;51;Quito;Mayorista;968;326;23;3415.74;158.47;29;3;1.85;0.73;1;1;3.8;0
967;43;Loja;Mayorista;1299;154;11;1321.59;111.61;15;8;3.81;0.52;0;0;4.7;0
968;18;Loja;Mayorista;426;81;14;1215.61;89.3;3;6;4.51;0.77;1;1;3.9;0
969;55;Quito;Minorista;152;4;0;0.0;9.5;45;22;3.4;0.1;0;1;3.8;1
970;49;Ambato;Minorista;1076;175;5;145.79;33.2;44;6;1.47;0.35;0;0;4.4;0
971;62;Manta;Minorista;585;98;0;0.0;15.31;78;6;2.01;0.57;0;2;4.6;1
972;47;Cuenca;Minorista;1150;232;19;308.51;17.35;3;5;0.42;0.12;0;0;4.7;0
973;39;Manta;Minorista;1173;61;7;219.84;27.24;21;18;3.59;0.37;1;1;4.4;0
974;34;Cuenca;Minorista;684;51;0;0.0;29.7;72;12;1.28;0.08;1;0;4.5;1
975;19;Cuenca;Minorista;1141;387;20;217.2;10.89;28;3;2.74;0.87;0;0;4.1;0
976;31;Manta;Minorista;231;32;6;145.56;26.08;64;9;0.46;0.4;0;1;4.2;0
977;48;Loja;Minorista;648;50;6;176.94;32.79;47;12;3.61;0.61;1;0;5.0;0
978;41;Guayaquil;Minorista;118;10;5;91.11;17.14;28;13;3.05;0.06;1;0;5.0;0
979;55;Cuenca;Mayorista;1238;417;10;1385.82;166.14;51;3;2.68;0.44;1;0;4.3;0
980;24;Cuenca;Minorista;1143;287;15;310.24;17.25;23;4;1.93;0.06;0;0;4.7;0
981;20;Manta;Minorista;971;164;15;355.79;27.44;1;6;1.4;0.63;1;0;4.2;0
982;37;Manta;Minorista;244;20;2;54.72;32.29;52;14;3.75;0.54;1;0;4.2;1
983;52;Manta;Minorista;62;3;10;274.83;24.63;24;14;1.71;0.81;1;0;4.6;0
984;70;Guayaquil;Minorista;608;97;12;221.24;16.68;21;6;2.97;0.81;1;1;3.4;0
985;35;Manta;Minorista;680;72;0;0.0;20.84;65;9;3.53;0.32;0;1;4.8;1
986;50;Quito;Minorista;289;45;1;15.82;17.91;64;8;2.19;0.66;0;1;4.1;1
987;20;Guayaquil;Minorista;979;93;4;55.41;15.78;60;10;1.71;0.97;1;0;4.4;0
988;48;Guayaquil;Minorista;57;1;0;0.0;33.5;88;12;3.6;0.25;0;0;4.1;1
989;36;Cuenca;Minorista;1399;72;1;11.78;10.67;48;19;3.8;0.6;0;0;4.1;1
990;52;Loja;Minorista;1226;124;3;26.48;9.47;45;10;0.79;0.3;1;1;3.9;0
991;59;Loja;Minorista;158;9;1;10.28;10.37;71;15;2.04;0.73;1;0;4.7;1
992;52;Cuenca;Minorista;868;67;3;38.88;12.63;52;12;1.37;0.67;1;0;4.8;0
993;51;Manta;Minorista;159;5;0;0.0;11.03;68;15;2.23;0.94;0;0;4.7;1
994;52;Cuenca;Minorista;865;69;0;0.0;14.52;38;12;2.29;0.91;1;1;3.9;1
995;57;Quito;Minorista;36;1;1;13.41;13.09;64;12;1.83;0.69;1;0;4.7;1
996;46;Cuenca;Minorista;981;73;0;0.0;16.03;55;15;2.42;0.5;0;0;4.5;1
997;66;Cuenca;Minorista;1273;132;4;37.76;10.19;64;10;2.04;0.97;0;0;5.0;0
998;18;Ambato;Minorista;1271;98;1;29.69;25.55;30;13;2.97;0.08;1;0;4.9;0
999;69;Ambato;Minorista;838;58;2;25.73;11.2;17;15;3.44;0.01;1;0;5.0;0
1000;29;Guayaquil;Minorista;1187;126;7;64.92;8.67;30;9;3.77;0.67;1;0;4.9;0
1001;33;Manta;Minorista;622;42;2;28.17;15.92;8;12;1.65;0.27;1;0;4.5;0
1002;68;Cuenca;Mayorista;1253;247;15;1865.44;142.18;3;5;2.87;0.43;1;0;4.5;0
1003;26;Cuenca;Minorista;117;6;4;88.48;19.38;75;16;2.97;0.77;0;0;5.0;0
1004;62;Manta;Minorista;1067;114;6;113.55;22.38;34;10;1.19;0.97;0;1;3.7;0
1005;27;Quito;Minorista;854;55;0;0.0;27.01;61;17;1.46;0.46;1;0;4.3;1
1006;65;Loja;Minorista;1138;284;26;289.1;11.41;2;4;3.58;0.28;0;0;5.0;0
1007;53;Loja;Minorista;1344;270;7;195.63;26.35;50;5;4.01;0.04;0;0;4.8;0
1008;46;Cuenca;Minorista;838;56;0;0.0;18.38;75;13;2.76;0.3;0;0;5.0;1
1009;35;Quito;Minorista;1003;102;3;47.66;14.23;59;10;1.53;0.59;1;0;3.9;0
1010;19;Manta;Minorista;1265;215;3;71.43;20.87;48;6;1.56;0.57;0;0;5.0;0
1011;23;Cuenca;Minorista;1402;129;6;115.33;19.65;34;11;1.63;0.31;1;1;4.5;0
1012;48;Loja;Minorista;628;47;0;0.0;9.48;12;15;1.19;0.05;1;0;5.0;0
1013;48;Guayaquil;Minorista;1068;63;0;0.0;25.52;65;18;0.98;0.18;0;1;4.3;1
1014;70;Cuenca;Minorista;291;20;0;0.0;31.73;69;15;3.1;0.87;0;1;4.4;1
1015;43;Quito;Minorista;1494;250;2;43.96;18.57;79;6;0.28;0.34;1;0;4.3;1
1016;35;Loja;Minorista;1351;76;0;0.0;14.13;62;17;4.04;0.83;0;0;3.7;1
1017;56;Cuenca;Minorista;57;1;3;21.59;8.52;77;11;2.16;0.99;1;0;4.1;0
1018;41;Quito;Minorista;46;1;2;28.03;14.34;4;16;2.87;0.25;0;0;4.1;0
1019;18;Cuenca;Mayorista;1170;143;11;841.46;64.12;6;8;1.8;0.87;0;2;3.1;0
1020;36;Manta;Minorista;1382;91;2;61.09;26.59;63;15;2.39;0.78;1;0;4.3;0
1021;20;Quito;Minorista;1247;95;3;91.44;26.0;68;12;4.93;0.69;0;0;4.8;0
1022;62;Loja;Minorista;1270;107;11;446.04;34.09;19;11;3.96;0.12;1;0;4.9;0
1023;36;Quito;Minorista;361;33;0;0.0;20.44;89;11;1.48;0.37;0;0;4.6;1
1024;60;Quito;Minorista;1233;94;9;273.01;32.3;19;14;2.9;0.73;1;1;3.7;0
1025;49;Manta;Minorista;1369;137;1;24.77;24.23;74;10;1.83;0.4;0;1;4.6;1
1026;44;Cuenca;Minorista;616;74;4;65.51;16.5;76;9;2.53;0.15;0;0;4.5;0
1027;37;Loja;Minorista;1131;105;6;137.95;24.36;30;10;1.69;0.06;0;0;4.4;0
1028;34;Loja;Minorista;732;124;12;283.03;26.46;21;6;4.34;0.89;0;2;2.7;0
1029;50;Manta;Minorista;1265;124;5;119.06;24.26;49;10;1.93;0.41;1;0;5.0;0
1030;38;Cuenca;Minorista;892;303;4;102.09;23.59;84;3;1.47;0.67;0;0;4.2;0
1031;65;Ambato;Minorista;1068;57;3;70.91;22.03;62;20;4.12;0.45;1;1;4.5;1
1032;46;Loja;Minorista;698;27;2;30.77;14.74;7;20;2.14;0.88;1;0;5.0;0
1033;26;Loja;Minorista;549;48;1;31.67;31.9;58;13;2.68;0.7;1;1;3.8;1
1034;41;Ambato;Minorista;954;62;0;0.0;21.24;79;14;1.73;0.63;0;0;4.7;1
1035;66;Manta;Minorista;290;27;7;180.53;28.45;52;10;0.56;0.89;1;2;3.7;0
1036;62;Guayaquil;Minorista;550;52;7;111.99;13.76;8;10;1.11;0.51;1;2;3.4;0
1037;31;Quito;Minorista;1174;190;4;45.28;11.67;51;6;1.71;0.14;0;0;4.3;0
1038;48;Ambato;Mayorista;450;52;9;1058.69;98.26;7;9;3.89;0.21;1;0;4.9;0
1039;51;Ambato;Mayorista;1283;317;11;890.04;82.07;50;4;1.86;0.01;0;1;3.4;0
1040;48;Quito;Minorista;325;43;0;0.0;28.74;50;8;4.2;0.79;1;1;3.2;1
1041;41;Cuenca;Minorista;723;41;4;145.97;33.1;33;16;3.21;0.05;0;0;5.0;0
1042;65;Guayaquil;Mayorista;556;65;3;449.42;131.38;66;9;0.5;0.89;0;0;5.0;0
1043;60;Cuenca;Minorista;485;48;1;13.43;14.86;83;11;1.05;0.49;0;2;3.7;1
1044;38;Guayaquil;Minorista;605;50;1;8.14;10.0;59;12;0.36;0.14;1;0;4.2;1
1045;63;Guayaquil;Minorista;1102;136;7;166.32;27.91;27;8;4.02;0.51;0;0;4.6;0
1046;64;Ambato;Minorista;868;75;1;20.93;24.22;85;11;1.68;0.51;1;0;4.1;1
1047;60;Manta;Minorista;1274;89;4;106.0;32.41;13;14;2.5;0.32;1;0;4.8;0
1048;60;Quito;Minorista;1362;100;0;0.0;11.76;60;13;3.84;0.71;1;0;4.8;0
1049;55;Manta;Minorista;294;15;6;191.48;27.55;26;14;1.16;0.76;0;0;4.4;0
1050;67;Manta;Minorista;245;27;5;133.94;32.89;67;9;2.01;0.85;1;0;4.7;0
1051;69;Loja;Mayorista;590;44;4;609.37;172.1;4;13;0.67;0.1;1;0;4.6;0
1052;49;Cuenca;Minorista;1490;214;2;53.24;32.14;87;7;2.56;0.18;0;0;4.6;1
1053;53;Guayaquil;Minorista;173;3;6;232.13;32.26;18;17;0.47;0.75;1;0;4.3;0
1054;58;Cuenca;Mayorista;816;125;4;456.25;120.78;42;7;0.86;0.22;0;2;4.4;0
1055;45;Guayaquil;Minorista;1472;83;2;38.94;18.66;68;18;3.98;0.04;1;0;4.1;1
1056;51;Guayaquil;Minorista;1014;131;11;103.82;11.22;8;8;2.7;0.19;1;0;4.2;0
1057;20;Guayaquil;Minorista;1245;101;2;16.68;9.98;89;12;1.79;0.65;0;0;4.5;0
1058;55;Quito;Minorista;1350;108;0;0.0;23.56;78;12;4.7;0.57;0;0;4.3;1
1059;68;Loja;Mayorista;602;200;22;3290.7;166.58;30;3;2.11;0.57;1;0;4.5;0
1060;51;Cuenca;Minorista;130;1;2;68.37;30.5;25;12;2.84;0.67;0;0;4.2;0
1061;54;Loja;Minorista;1354;226;11;319.8;30.21;22;6;3.95;0.98;1;0;4.5;0
1062;24;Loja;Minorista;965;62;2;37.53;16.76;75;15;2.77;0.18;1;0;3.9;1
1063;41;Quito;Minorista;847;99;8;162.38;23.2;9;9;1.57;0.8;0;2;3.7;0
1064;62;Ambato;Minorista;430;25;5;145.5;26.75;40;18;3.0;0.69;1;0;4.5;0
1065;30;Loja;Minorista;1293;130;0;0.0;23.19;74;10;3.67;0.82;1;0;3.4;1
1066;41;Ambato;Mayorista;1235;246;15;2173.52;178.32;11;5;1.1;0.65;0;0;5.0;0
1067;53;Quito;Minorista;1477;139;4;33.91;8.78;15;10;3.59;0.43;1;1;3.6;0
1068;55;Cuenca;Minorista;1043;106;8;183.96;21.81;41;10;0.98;0.14;0;1;4.4;0
1069;68;Ambato;Minorista;1111;76;2;55.51;26.03;63;14;2.88;0.7;1;0;4.4;1
1070;34;Manta;Mayorista;351;40;10;868.96;101.89;10;7;2.73;0.92;1;2;3.4;0
1071;30;Cuenca;Minorista;469;36;7;183.84;29.4;30;13;2.18;0.93;1;0;4.2;0
1072;43;Loja;Mayorista;1224;201;2;173.46;78.44;76;6;3.08;0.47;0;0;5.0;1
1073;39;Guayaquil;Minorista;692;70;1;21.98;26.95;68;9;0.66;0.96;1;0;4.4;1
1074;60;Ambato;Mayorista;387;38;0;0.0;109.29;81;10;2.81;0.69;0;0;4.9;1
1075;55;Quito;Minorista;1336;77;2;28.59;12.74;37;19;0.38;0.89;1;1;3.9;1
1076;30;Loja;Minorista;560;70;3;36.41;10.63;44;8;4.06;0.82;1;0;4.5;0
1077;23;Cuenca;Minorista;1305;84;6;141.12;20.78;25;15;2.19;0.73;0;0;4.3;0
1078;34;Guayaquil;Minorista;445;27;4;47.69;12.64;13;16;1.84;0.19;1;1;3.8;0
1079;34;Manta;Minorista;1168;67;1;16.19;14.62;79;18;3.09;0.01;0;0;4.6;1
1080;20;Cuenca;Mayorista;462;148;23;1862.25;81.76;18;3;1.38;0.19;1;1;4.2;0
1081;26;Cuenca;Minorista;589;31;0;0.0;9.32;87;19;2.96;0.08;0;2;3.5;1
1082;34;Cuenca;Minorista;1229;100;2;54.66;27.99;85;12;2.62;0.79;1;1;4.1;0
1083;43;Manta;Mayorista;433;49;7;545.13;82.36;10;10;1.14;0.13;0;1;4.2;0
1084;29;Cuenca;Minorista;882;178;13;378.53;33.5;36;5;3.53;0.78;0;2;3.2;0
1085;54;Manta;Minorista;727;57;5;69.35;13.03;11;13;1.16;0.55;0;0;4.6;0
1086;28;Loja;Mayorista;230;22;3;515.91;153.06;86;8;2.25;0.76;0;0;4.5;0
1087;41;Quito;Mayorista;581;144;19;1804.63;111.9;6;4;1.51;0.08;1;0;5.0;0
1088;69;Manta;Minorista;820;59;3;88.23;24.76;45;13;4.89;0.1;0;0;4.7;1
1089;61;Loja;Mayorista;1114;156;0;0.0;114.61;77;7;2.38;0.63;0;0;4.3;0
1090;67;Guayaquil;Minorista;694;39;1;30.08;30.58;63;18;2.21;0.5;0;0;4.4;1
